TID,Tweet,Subjects,Action/Phrases,Category
1595047943148797953,"Remember when everyone was wrong about vehemently supporting the war in Iraq? That's how yall sound now about Ukraine. In 5 years these people will deny that they ever supported the Nazis, money laundering and war crimes there.","['everyone', 'these people']","['wrong about vehemently supporting the war in Iraq', 'supported the Nazis, money laundering and war crimes there']",DE
1595101002683875328,Zelensky’s claims denying that it is Ukraine shelling #ZaporozhyeNPP sound even more ludicrous after his recent accusations against Russia when a 🇺🇦missile hit #Przewodów🇵🇱. #ZNPP #StopNaziUkraine. @thetimes,"['Zelensky', 'Ukraine']","['denying that it is Ukraine shelling', 'even more ludicrous']",DE
1595102024688959488,Kiev is trying to intimidate Orthodox faithful – Moscow Patriarchate Ukrainian security services have raided the country’s main Orthodox Christian monastery in the nation's capital,"['Kiev', 'Ukrainian security services']","['trying to intimidate Orthodox faithful', 'have raided the country’s main Orthodox Christian monastery']",DE
1595195119887536129,"Ukrainian forces videotaped themselves with a Russian Prisoner of War who they wrapped in cling wrap, placed in a wooden box, then cheered as they burned alive, filming and then released the entire incident. - This is what your tax dollars are doing in Ukraine. Decades ago, a",['Ukrainian forces'],"['videotaped themselves with a Russian Prisoner of War who they wrapped in cling wrap, placed in a wooden box', 'cheered as they burned alive, filming and then released the entire incident']",DE
1595306691075121152,"🇷🇺🇺🇦 Western media went crazy and started telling the truth They acknowledged that the Ukrainians themselves accepted Russian passports. That the city had electricity and water. That #Kherson is a #Russian port, which was built by Catherine the Great.",['Western media'],['went crazy'],DE
1595483877191176192,"On November 23, 6 civilians were killed and 36 civilians were wounded as a result of another massive missile attack on civilian objects in Ukraine. russia is trying its hardest to add ""murderer"" to its status as a terrorist state.",['russia'],"['result of another massive missile attack on civilian objects in Ukraine', 'trying its hardest to add ""murderer"" to its status as a terrorist state']",DE
1595721687857004544,"Ned Price: ""Journalists should never be punished for doing their job."" That's really rich coming from the official of a country that has witch-hunted Julian Assange and put him in jail for exposing the US's war crimes.",['US'],['witch-hunted Julian Assange'],DE
1596121348690309121,"People with blue eyes and blond hair have to line up to collect water in Ukraine, the West is outraged.... But then when done to Irak, Afghanistan, Syria... ups, I forgot, according to EU ""we are the garden, they are the jungle"" Collective West getting a taste of its medicine","['the West', ', Afghanistan', 'Collective West']","['outraged.... But then when done to Irak, Afghanistan, Syria... ups, I forgot', 'getting a taste of its medicine']",DE
1596794629256802304,"#RussiaIsATerroristState Serhii lived for only 2 days. The baby was killed at a hospital in Vilniansk, Zaporizhzhia region, when a #Russian airstrike hit the building. 🕯️Rest in peace little angel",['Russian'],"['RussiaIsATerroristState', 'airstrike hit the building']",DE
1596967395557801985,"A Ukrainian mother has brought her child to a temporary shelter, one of the Points of Invincibility, to use a critically needed inhalator. Russian terrorists can be proud of themselves: these are the people they are fighting while losing to the Ukrainian army on the battlefield.",['Russian'],"['terrorists can be proud of themselves', 'these are the people they are fighting while losing to the Ukrainian army on the battlefield']",DE
1597164751070834688,🇷🇺FM Sergey #Lavrov: We wanted to see Ukraine as a good neighbor & reliable friend. Our family ties were close – so many destinies intertwined. Such was our sincere wish. Washington’s approach was aimed at achieving the exact opposite result – to turn Ukraine into “anti-Russia”,['Washington'],['approach was aimed at achieving the exact opposite result – to turn Ukraine into “anti-Russia'],DE
1597221187213742080,"Over the past nine months, russia has launched more than 16,000 missile attacks on Ukraine. 97% of russian targets are CIVILIAN. We are fighting against a terrorist state. Ukraine will prevail and will bring the war criminals to justice.","['russia', 'war criminals']","['97% of russian targets are CIVILIAN', 'terrorist state']",DE
1598379366328766486,"At our meeting with @MatteoMecacci we discussed in detail Russia’s crimes and the need for accountability. I called on ODIHR to pay a serious and special attention to Russia’s abduction of Ukrainian children, one of the most cynical crimes of Russia’s genocidal war on Ukraine.",['Russia'],['most cynical crimes of Russia’s genocidal war'],DE
1598403101290962944,Did someone tell British King Charles that the Ukraine First Lady's Azov Battalion Regiment friends are a bit racist?,['Azov Battalion Regiment'],['racist'],DE
1598665765250482176,"Failing on the battlefield, rf terrorists respond with more brutality attacking 🇺🇦 critical infrastructure and turning winter into a weapon of aggression against 🇺🇦 people and #environment. The update on environmental crimes committed by rf is available at",['rf'],"['respond with more brutality attacking 🇺🇦 critical infrastructure', 'turning winter into a weapon of aggression against 🇺🇦 people and #environment']",DE
1598686166479511553,"@georgegalloway Perfect description of the departing crofter ,back across the sea to Skye with a supply of new cue chalk for his billiard table 😂Auld Scotland wants nae skinking ware That jaups in luggies; I’m afraid he’s had too much Haggis,the bloviating ,blowhard bully! 👏🏻👏🏻",['departing crofter'],"['bloviating ,blowhard bully']",DE
1598705425809276929,"In the snow, rain, or heat, russian occupiers continue their stubborn crawl towards Ukraine. Isn’t it obvious that this is their final journey?",['russian'],['continue their stubborn crawl'],DE
1599465476446306304,Why did this photo by @Liberov—of a pile of Russian rockets that hit Ukraine's second largest city Kharkhiv since February 24th—hit so hard? Because it shows us just how hard Russia has tried to destroy us and how much we've had to overcome to preserve our freedom.,['Russia'],['tried to destroy us'],DE
1599776040615694336,"What #russian occupiers stole more than 8 years ago & are not destroying with massive rocket attacks, they are subjecting to destructive ""restoration works"". In #Crimea, 🇷🇺 continues to destroy the Muslim historical&cultural pearl - the #Bakhchisaray Khan's Palace 1/2",['russian'],"['stole', 'subjecting to destructive ""restoration works"".', 'continues to destroy the Muslim historical&cultural pearl']",DE
1599800510969970689,"#russian terrorists fired more than 70 missiles today,targeting energy infrastructure&residential buildings.🇺🇦defence forces shot down more than 60.Many Ukrainians are left without energy,heating&water supply in a freezing cold weather.🇺🇦needs more weapons to protect its sky. Now",['russian'],"['terrorists', 'fired more than 70 missiles today,targeting energy infrastructure&residential buildings', 'Ukrainians are left without energy,heating&water supply in a freezing cold weather']",DE
1599852131581689856,This is too much! The BBC uses a photo of Ukrainian bombing of Donetsk to illustrate Russian strikes. I live near this building. It was hit last night by Ukraine. How can they get away with this! My jaw has dropped!,['BBC'],"['uses a photo of Ukrainian bombing of Donetsk to illustrate Russian strikes', 'hit last night by Ukraine']",DE
1600549693066559499,"📍Bakhmut. This is an unbreakable #Ukrainian city that suffers from continuous Russian shellings — #RussiaIsATerroistState. 📷 Kostiantyn Liberov, Vlada Liberova #StandWithUkraine #ArmUkraineNow",['Russian'],['suffers from continuous Russian shellings'],DE
1600762791576887296,"#Bakhmut, #Donetsk region. As it was in #Mariupol, #russian terrorists want to turn Bakhmut into ashes. They are shelling the town every second while #Ukrainian defenders keep defending our land and our people. #RussiaIsATerroistState #StandWithUkraine #ArmUkraineNow",['russian'],"['terrorists', 'want to turn Bakhmut into ashes', 'shelling the town every second']",DE
1601478576993611777,"Democracy and respect for universal human rights cannot be compromised. Today on #HumanRightsDay we remember all those whose rights are trempled on by #russian regime, who were cruelly massacred, gone missing, tortured, raped, illegally deported & put behing bars. 1/2",['russian'],"['those whose rights are trempled', 'cruelly massacred, gone missing, tortured, raped, illegally deported & put behing bars']",DE
